"id","firstName","lastName","adp","projectedPoints","positionRank","slotName","teamName","lineupStatus","byeWeek"
"f2bb900c-50fe-4f11-ba70-c4d648b3e39d","Malik","Monk","-","109.0",,"G","Sacramento Kings",,
"2f171b6b-438f-400d-8da2-34588ecf6a48","Jalen","Suggs","-","108.0",,"G","Orlando Magic",,
"5ea7bac1-7c24-4690-b14d-81fe42e16b96","Cam","Payne","-","107.0",,"G","New York Knicks",,
"6702dbc1-97cd-49c3-bbf5-0a7757ea5a2d","Terry","Rozier","-","107.0",,"G","Miami Heat",,
"560364a3-c58e-4263-825f-a71393059c66","De'Aaron","Fox","-","107.0",,"G","San Antonio Spurs",,
"ea0a2e20-67af-465b-9dbe-42c76af11f0d","Quentin","Grimes","-","105.0",,"G","Philadelphia 76ers",,
"0657b096-b9f2-4835-b242-4ddbb28580ae","Anthony","Black","-","105.0",,"G","Orlando Magic",,
"2c480156-afad-4ec1-bfe1-e32711a7e780","Georges","Niang","-","100.0",,"W","Atlanta Hawks",,
"e4936a09-ac44-4524-bfe0-d6574a2314a6","Kentavious","Caldwell-Pope","-","100.0",,"G","Orlando Magic",,
"a0da2068-a780-4549-a8a4-bccd53b8309e","Zaccharie","Risacher","-","96.0",,"W","Atlanta Hawks",,
"0b33b9ac-69b4-4d60-adbc-17b3c58bd40f","Jaime","Jaquez Jr.","-","96.0",,"W","Miami Heat",,
"62747292-4fc6-4761-bf2b-00f493ec5903","Isaiah","Stewart","-","95.0",,"B","Detroit Pistons",,
"10f01157-4afd-4415-9f9d-3069d7d6436a","Keegan","Murray","-","95.0",,"W","Sacramento Kings",,
"e4acd146-8ba5-4d79-a698-d2c6f8654630","Jay","Huff","-","95.0",,"B","Memphis Grizzlies",,
"e6d4f527-e8ea-43ca-9687-c6cd3f9c7c19","Jake","LaRavia","-","95.0",,"W","Sacramento Kings",,
"30d2e0ca-f52b-4334-876d-913d12935c40","AJ","Green","-","94.0",,"G","Milwaukee Bucks",,
"26e1b77e-4da7-494d-b9e7-e611de9bc38a","Cole","Anthony","-","92.0",,"G","Orlando Magic",,
"28c0464c-96a2-41d8-ad0f-55905fdb0169","Thomas","Bryant","-","91.0",,"B","Indiana Pacers",,
"a1648376-f66f-4e5b-b7ac-2fb00b9760f6","Jonathan","Isaac","-","90.0",,"W","Orlando Magic",,
"6daaddca-fd0f-4dbe-8afe-627459498fcd","Duncan","Robinson","-","90.0",,"W","Miami Heat",,
"f4b5cf4a-3b10-42b1-b95f-2dfe9a446b72","Julian","Strawther","-","90.0",,"G","Denver Nuggets",,
"4d6822fc-9fde-4f6a-a615-2658bad3c1bb","Dereck","Lively II","-","89.0",,"B","Dallas Mavericks",,
"4283513d-d098-4f12-901d-c5b9d94ad4ae","Jaden","Ivey","-","88.0",,"G","Detroit Pistons",,
"82d16983-1ac8-444d-8c03-073024cf327e","Tristan","da Silva","-","87.0",,"W","Orlando Magic",,
"76c75697-4e67-44ca-94f4-af0eaac6cf08","Amir","Coffey","-","85.0",,"W","LA Clippers",,
"0e50c5e9-184b-4a7b-bd1a-516c87738d4f","Neemias","Queta","-","83.0",,"B","Boston Celtics",,
"d01e3ced-b35c-46dd-bfa0-55056210c61e","Ben","Sheppard","-","79.0",,"G","Indiana Pacers",,
"4a1cd0f8-8c58-4010-84d9-c0eafef914f5","Haywood","Highsmith","-","77.0",,"W","Miami Heat",,
"ea9b30d3-9ca1-4183-8cd0-fd755d206fad","Jaylen","Wells","-","75.0",,"G","Memphis Grizzlies",,
"6a6f68f2-6b0e-4ee8-90ab-48583d91c6a9","Kel'el","Ware","-","75.0",,"B","Miami Heat",,
"5bf99813-df76-412d-9dee-039598205770","Ben","Simmons","-","75.0",,"G","LA Clippers",,
"60f99eb4-b433-4766-bdf3-ded626031fc8","DeAndre","Jordan","-","72.0",,"B","Denver Nuggets",,
"4f209965-eb5d-4a7b-8996-8ebc8d07a28a","Trayce","Jackson-Davis","-","70.0",,"B","Golden State Warriors",,
"ca487366-a0cf-4b7a-9c98-b9126400547a","DaRon","Holmes","-","70.0",,"B","Denver Nuggets",,
"36f67881-fa02-450a-9c44-e8c3fb0f89bf","Keon","Ellis","-","69.0",,"G","Sacramento Kings",,
"16fc9f50-db43-4c93-ae3c-92323320f86b","Moe","Wagner","-","69.0",,"B","Orlando Magic",,
"835e9838-546b-4a91-9ef3-21d09a379fbd","Ajay","Mitchell","-","66.0",,"G","Oklahoma City Thunder",,
"b484ba96-f81b-4587-b71b-5a9158ec9f70","Vit","Krejci","-","66.0",,"G","Atlanta Hawks",,
"6d6a1642-a7e5-4665-86e8-d9774418c287","Ron","Holland","-","66.0",,"W","Detroit Pistons",,
"fad6bf95-ab7c-4f28-977c-02e857598560","Tyus","Jones","-","65.0",,"G","Phoenix Suns",,
"2601fafe-98ba-43a9-8290-e603e0192356","Kevon","Looney","-","63.0",,"W","Golden State Warriors",,
"50354a00-e95c-45db-92d7-f02d24c02c77","Simone","Fontecchio","-","61.0",,"W","Detroit Pistons",,
"b23b7f2b-fc9f-4c8a-a4e5-97ceebc2d489","Drew","Eubanks","-","60.0",,"B","LA Clippers",,
"c819971a-cfd0-4b34-9264-8e65516d9d02","Ryan","Rollins","-","60.0",,"G","Milwaukee Bucks",,
"819a4533-26b1-43ed-814e-b20a45b80200","Stephon","Castle","-","59.0",,"G","San Antonio Spurs",,
"1ba1fefb-6c75-4218-afd6-5d84fbb60859","Terance","Mann","-","58.0",,"G","Atlanta Hawks",,
"28c725e1-e3ce-400b-b306-3f49cb63b042","Garrison","Mathews","-","58.0",,"G","Atlanta Hawks",,
"8f67f553-e76f-4a5e-96a5-fd6d191495b4","Isaac","Okoro","-","57.0",,"G","Cleveland Cavaliers",,
"afca2b53-d982-4871-8e06-a6d9d3c80d11","Ayo","Dosunmu","-","57.0",,"G","Chicago Bulls",,
"c6d16d4c-302b-4078-bc88-47fb6b624160","Bradley","Beal","-","55.0",,"G","Phoenix Suns",,
"3fe723d2-ba91-4cbb-bd2d-9f3f3742828b","Reed","Sheppard","-","54.0",,"G","Houston Rockets",,
"2882c168-40ad-43ee-9453-fa4965d0c276","Royce","O'Neale","-","53.0",,"W","Phoenix Suns",,
"31b56637-d015-4599-b4a5-213d593abe2f","Harrison","Barnes","-","53.0",,"W","San Antonio Spurs",,
"96539b6f-6aaf-4694-84c1-2a5e4ff21676","Devin","Vassell","-","52.0",,"G","San Antonio Spurs",,
"128fa2c0-6e09-45fe-8d70-683e8c865b25","Marcus","Sasser","-","51.0",,"G","Detroit Pistons",,
"32c86420-be8a-4074-a2de-4d2f7a44ff48","Jaden","Hardy","-","50.0",,"G","Dallas Mavericks",,
"125e6181-8546-49a7-b185-bf65f8f2bf3c","Tim","Hardaway Jr.","-","50.0",,"G","Detroit Pistons",,
"67505926-f07d-43ed-a7f3-ca2add266386","Julian","Champagnie","-","50.0",,"W","San Antonio Spurs",,
"1e2ee314-cd71-441c-8380-3f564287a86b","Pat","Connaughton","-","49.0",,"G","Milwaukee Bucks",,
"5d5cbaf0-5ca0-468c-acad-9b6c977913ac","Jae'Sean","Tate","-","49.0",,"W","Houston Rockets",,
"6c9e4416-78d6-497e-8cd8-bea4233bc3fc","Moses","Moody","-","49.0",,"G","Golden State Warriors",,
